,text,label
368,aku cemburu karena lebih pantas aku untuk dapat jabatan itu,negative
369,"tidak akan ada yang milih lagi , lu pikir umat sekarang masih bisa ditipu ?",negative
370,mas indosat buat main game enemy has been selain susah benar mas tolong sinyal nya diperbaiki mas karena lambat tidak lambat kuota nya tersedot terus .,negative
371,"beken banget di media sosial jadi penasaran nyobian kata orang sunda , alias mencoba . ternyata yang me - review tidak semua komen nya bisa dipercaya ya . hmm . bakso nya tidak enak , rasa tepung semua . kotor banget . banyak lalat . musik-musik gaya anak jalanan begitu yang dipasang kencang-kencang . ah . enggak banget deh . beda kelas nya . pesan 2 mangkok bakso berdua teman , hanya dimakan 1 suap bakso nya . karena lebih sayang perut nya kemasukan . lanjutan",negative
372,kasihan tidak ada yang mau mengusulkan puan di caleg nanti,negative
373,"promo nya menipu atau gimana ya . dicek kata nya ada promo 77 ribu dapat kuota 30 gb diskon 40 % dari harga asli nya , pas saya isi pulsa sebesar 80 ribu belum di daftarkan apa-apa sudah banyak ke potong 5 ribu . kenapa bisa begitu ya ? kecewa sih .",negative
374,jangan pilih jokowi di pilpres 2019 ! dia itu berpihak pada etnis cina !,negative
375,"bosan , sibuk , selingkuh yang paling bangsat sih aku mau fokus buat masa depan ku tau nya besok nya ada orang yang disuka",negative
376,"interior nya menarik , di bagian dalam terdapat kaca besar di mana kita bisa melihat langsung ke taman . makanan nya biasa , servis nya lama dan parkir nya susah .",negative
377,saya penasaran ingin mengunjungi tempat ini karena ada kuliner pedas tapi ala resto . richeese factory sudah banyak buka cabang di bandung . namun sepertinya saya belum menemukan beda resto makanan cepat saji ini dengan makanan cepat saji yang lain . kecuali menu pedas nya itu . tapi sayang nya tidak begitu memuaskan . karena pedas nya terasa pahit dan panas . tidak ada cita rasa lain . mungkin lain kali saya . lanjutan,negative
378,"rasanya sih kok harga kaki lima dan rasanya ya tidak jauh dari situ ya . tempat nya saja sih bentuk nya restoran , kalau soal rasa . ya gitulah .",negative
379,paling kesal kalau ada orang mengobrol di jalan sambil motoran apalagi kalau jalan nya sempit,negative
380,itu 40 atau 50 mb ci mahal benar indihome nya cara super ribet kalau pakai indihome harus pakai vpn,negative
381,"kebijakan tolol . boneka partai , hanya ingin puaskan nafsu kekuasaan jelang pilpres 2019 . semua dikorbankan demi nafsu birahi kotor .",negative
382,"ustad felix apa tidak malu , maka dari itu jangan kepedean kalau jadi orang , tahu diri kenapa tad ?!",negative
383,gus dur selain buta mata nya juga buta hati nya .,negative
384,jahat kepada si bangsat tofalemon adalah ibadah lanjutkan kakak jangan kendor ! kita tidak usah berbaik hati dengan bajingan,negative
385,"cukup menarik untuk berfoto sejenak baik sendiri maupun dengan kawan ataupun keluarga , cukup singgah singkat dan nothing special",negative
386,megawati mah tidak ada apa-apa nya,negative
387,"nomor resi nvidblapk170582868329 , user membeli laptop via pesanan dikirim tanggal 14 des 2017 , dikirim dari Jakarta ambasador ke denpasar bali , sampai hari ini status barang tidak jelas ada dimana , jangan di persulit dong , tolong di informasikan secepatnya . terima kasih",negative
388,saya tidak suka dan sangat membenci kecoa,negative
389,setuju dengan fahrihamzah bahwa dahnilanzar sangat tidak berkualitas,negative
390,"kafe yang sudah tua , dengan buku menu yang sangat usang bahkan ada 2 lembar menu saya yang hilang pada saat dikasih lalu pelayan nya carikan buku yang lain lagi , namun ada yang hilang dengan halaman yang berbeda kafe sangat gelap , live musik terlalu kencang , saking kenceng nya pelayan salah dengar berkalikali pertama saya menu a yang datang . lanjutan",negative
391,setelah merek saya tidak mampu beli ternyata anda juga mengejek orang sunda dari kampung . lo pikir lo orang paling hebat ?,negative
392,sudah aktif ke . tapi kq pulsa tersedot mau parah .,negative
393,tidak berhenti dari tadi siang ternyata melelahkan juga,negative
394,"saya eks relawan jokowi pak , cuma menyesal dulu pilih beliau , pengin nya",negative
395,"sudah jelek , belagu pula ! ampun deh omong-omong jari kelingking nya si pigai memang buntung ya ? hehe .",negative
396,ingin kali marah dengan jaringan indosat ini .,negative
397,"mental apa ini pak jokowi , bagaimana ini pak , mental anak bangsa yang menyimpang ini , pak tembak saja pak . titisan dajjal ini . yang saya tahu juga bapak nya preman pasar . orang tidak punya agama dan moral ini pak calon perusak bangsa .",negative
398,"yang bilang pki sudah tidak ada , bisa jadi dialah komunis nya .",negative
399,kenapa roti nya saya robek-robek ? karena keras banget . hotel bintang 4 tapi fasilitas pelayanan nya mengecewakan,negative
400,"emak lo pasti pelacur ya , omangan mu kayak bajingan bangsat ! kepala lo belum pernah ditodong pistol ya !",negative
401,lgbt harus di musnahkan dan jangan sampai di bebaskan di indonesia karena lgbt bukan penyakit gen tetapi penyakit menular jadi jangan di biarkan lgbt terus bertambah di indonesia,negative
402,"tenggelamkan partai busuk . partai jahat , pendompleng dan perusak citra islam , bertopeng malaikat",negative
403,"iga bakar nya manis , tidak ada pedas-pedas nya , walaupun ditambah cabe tetap masih tidak enak , dan tempat parkir nya susah .",negative
404,tidak kelebihan,negative
405,berkunjung ke sumatera barat pasti bosan dengan suguhan budaya,negative
406,"tapi ya bagaimana ada prestasi , mengurus karyawan sendiri saja tidak becus .",negative
407,"kami ada acara buka bersama waktu itu , semua hidangan enak yang kami pesan hanya affogato ice krim nya tidak dipisahkan dengan espresso jadi tidak bisa mencampur sesuai selera masing-masing . tapi , salmon steak nya juga kurang segar , kulit salmon nya keras , keliatan nya lama di kulkas atau freezer . padahal itu menu utama yang seharusnya enak .",negative
408,"pemerintah jangan hanya diam saja , sebelum rakyat marah . bersihkan bumn dari kaum radikal .",negative
409,si tua bangkai ini mau jadi apa sih !? kok agama diadu domba begitu .,negative
410,say saja yang bertahta 10 tahun tidak bisa . orang-orang nya model begini memang yang sebenarnya bukan hancur indonesia cuma bisa kasih idiotic kritik,negative
411,"betul pak , teman-teman dan keluarga saya yang dulu 2014 pilih pak jokowi , sekarang sangat menyesal karena ekonomi semakin sulit . bapak sih naikkin bbm dan listrik sampai begitu mahal , efek nya barang-barang mahal semua . maaf ya pak jokowi kami ingin ? tolong ikhlaskan ya pak ?",negative
412,kitab suci agama islam adalah fiktif . mana ada nabi muhammad . itu ustad buat-buat cerita saja .,negative
413,awas bahaya laten pks ! partai pelacur agama berkedok dakwah hanya melahirkan politisi dakwah busuk perusak agama dan penghalal segala cara .,negative
414,menyesal salah beli mana mahal lageee,negative
415,wah orang goblok ngomong nya asal-asalan ya .,negative
416,bandung kalau malam minggu selalu macet,negative
417,dipidanakan saja karena tidak sesuai dengan pancasila dan norma agama . musnahkan lgbt dari bumi indonesia,negative
418,ini salah satu contoh generasi yang tidak berguna . bukan malah bermanfaat untuk bangsa tapi malah jadi sesuatu yang berbahaya bagi bangsa ! mantap jerat saja pakai uu ite,negative
419,mending jangan masuk sekolah kristen . nanti kamu di kristenisasi loh .,negative
420,amien rais mah orang tua yang tidak berguna . kerjaan nya cuma suka fitnah . apa saja sih yang lo buat untuk rakyat .,negative
421,"lim guan eng seorang ketua menteri yang angkuh , sombong dan berlagak . memang tidak berguna satu sen punya",negative
422,"banyak orang suka pada bilang kelakuan buzzer itu menodai jokowi - saya tidak . menurut saya buzzer buzzer ini memang jadi busuk karena junjungan nya cuma pepesan kosong , dididik asal bunyi , balapan jargon dan gombal maksimal . memang begitu karena tidak ada substansi . bikin jijik . meh",negative
423,indosat kartu nya banyak yang limit .,negative
424,sangat melelahkan malam ini .,negative
425,"oh enggak suka dibilang kampret , padahal situ dari awal cabang cebong",negative
426,"tadi saya pesan chicken katsu plus kentang goreng . tetapi alangkah sayang ternyata alat makan sendok dan garpu plastik tipis yang diberikan bahkan tidak sanggup menusuk kentang goreng . coba dipikir apalagi untuk menusuk chicken katsu . patah deh alat makan nya , lalu bagaimana saya makan nya ? sesulit itukah untuk menyediakan alat makan yang sesuai ? atau mungkin kalau ada menu steak dikasih pisau plastik lagi .",negative
427,lagu munafik . fpi front pembenci islam ! islam lebay ! hidup itu sudah ada yang mengatur ! bukan lo lo pada ! malu - maluin ! mau muntah gue .,negative
428,kita kan saling membenci satu sama lain sejak 4 tahun yang lalu .,negative
429,"pemkot bandung saat ini sedang membangun tugu maung , alih-alih menunjukkan wajah garang , maung ini malah terlihat seperti anjing laut .",negative
430,"bima arya bukan nya bikin bogor lebih bagus malah sebaliknya , benci sama dia .",negative
431,"sini bu gue jual badan lo , belum tentu lo laku . muka keriput nandai seberapa jelek nya kelaikan lo sama anak lo , tolol .",negative
432,teman-teman brigade meo sedang mengawal para onta di interograsi dipolda net . ayo teman-teman dan simpatisan silakan gabung sekarang ke polda,negative
433,skeptis,negative
434,restoran di kemang village momi toy . mahal dan tidak enak . jangan ke situ deh,negative
435,"lumayan enak , pelayanan juga bagus , hanya saja tempat nya kurang bersih . untuk ke tempat nya agak susah karena rawan macet . jadi berpikir dua kali kalau mau kembali ke sini .",negative
436,menu nya indomie sama roti bakar . untuk tempat sama seperti cabang yang lainnya nyaman buat kumpul . soal harga rada mahal sih buat indomie saja hehe,negative
437,marah gue sama indosat kalau begini cara nya,negative
438,trauma kena macet . gegara kemarin bandung - bekasi 10 jam,negative
439,bagus nya kalau peduli atas pelaku lgbt kita gelar rajam lempar batu di monas buat pelaku lgbt biar yang lainnya tobat dan darah nya dapat mengampuni khilaf nya,negative
440,"kata nya detil aroma chamomile , tapi kok bau nya tidak enak begini sih",negative
441,"alhamdulillah hari ini tidak ke jalan bugel agak kesal juga kalau tiap hari lewat sana melulu . sempit , dua arah , macet sudah jadi makanan sehari-hari",negative
442,"tergantung komitmen nya kelak bagaimana , yang membedakan itu demiz sudah mengikatkan diri nya pada demokrat , wajar pas jadi awkward , harap-harap cemas .",negative
443,fahri maling teriak maling,negative
444,"saya sangat menyesal , saya bersumpah tidak akan pilih jokowi lagi .",negative
445,kawan teman teman jangan sekali kali belanja di bukalapak tidak beres pengiriman nya dan hati hati banyak penipuan dan cuma janji janji doang . dan saya kecewa banget pesan barang di bukalapak . kata nya 2 hari sampai dan 1 minggu belum juga sampai .,negative
446,mimpi disuruh mencari coklat sama gordon ramsay eh malah kecampur sama kuah indomie terus bentuk nya jadi aneh . :,negative
447,ya allah minggu ini masih harus lpm kenapa sudah ada feeling saja minggu ini akan terasa melelahkan,negative
448,nama nya juga pak jokowi pencitraan doang,negative
449,tidak mudah,negative
450,"sudah dari tadi komplain belum ada jawaban , parah !",negative
451,hati lu busuk . dengki . iri . dasar kampret,negative
452,di jawa barat pilkada tidak bersih .,negative
453,"pelanggan pdam tirtanadi kecewa karena air sangat kotor dan berlumpur , kenaikan harga air tanpa ada sosialisasi .",negative
454,tidak baik,negative
455,"lepas dari seorang vegan , kondisi junkfood memang tidak rekomendasi buat makanan sehari-hari , mending ganti dengan segar makanan asli indonesia",negative
456,"internetan dengan menggunakan indosat saya anggap sebagai ajang pendewasaan diri , lemah otak banget woy parah !",negative
457,itu presiden terdahulu bersandiwara aja kerjaan nya . kata nya katakan tidak pada korupsi tapi malah korupsi . jangan sok suci deh .,negative
458,"bca tolong ya kalau mau gaji pegawai jangan potong duit rekening nasabah , gaji sendiri !",negative
459,"sdikit annoyed sama salah satu produk digital payment dari salah satu perusahaan besar , dorongan market nya sampai bikin tidak nyaman dengan paksa aktivasi via salah satu online pasar tempat kalau tidak menghilang jumlah cashback nya , kecewa",negative
460,"pelacur dijadikan sebagai ibu kandung oleh presiden jokowi , guna untuk menutupi keterlibatan ibu dan ayah kandung nya sebagai anggota pki .",negative
461,hari senin ku cukup melelahkan,negative
462,"gampang marah kalau pakai indosat , di kota besar / kecil pun sama , sama-sama parah .",negative
463,klas twit nya seperti fpi dan yang demo berjild-berjild kok masih pakai twitter pakai onta ter ya,negative
464,"nama nya otak udang , bego , idiot , dengki tak ada etika itulah mahasiswa tak ada wawasan karena otak nya sudah tercemar pks , buat malu ui",negative
465,sangat kecewa dengan ! baru saja cuci mobil di sini selama hampir 2 jam tapi dalem mobil masih sangat kotor .,negative
466,"sudah aku bilang copot saja jaksa agung nya itu , dari partai manakah dia itu ?",negative
467,saya pesan iga bakar dan sup iga . iga bakar saya pesan dengan tingkat kepedasan level 4 tapi rasanya tidak sepedas yang dibayangkan . rasa iga nya juga biasa saja . untuk sup nya rasa vetsin nya terasa sekali . untuk menu utama iga saya rasa tempat ini masih belum menemukan serengit point nya .,negative
468,"malam ini makan sekeluarga di sini , ada beberapa hal yang bikin kapok buat ke sini lagi - pelayan tidak menginfokan dari awal beberapa menu yang kami pesan habis , kami diberitahu setelah 20 menit menunggu makanan datang - banana split yang kami pesan sebagai makanan penutup baru dihidangkan setelah kami menunggu lebih dari setengah jam , 3x memanggil pelayan .",negative
469,"beberapa kali makan di sini bersama keluarga dan teman-teman . makanan nya selalu enak . tapi terakhir makan bersama teman-teman betapa kaget nya pesanan brokoli cah bawang putih nya masih ada ulat nya dan besar ulat nya . untung belum dimakan , setelah komplain dan diperlihatkan ada ulat nya pihak restoran seolah tidak peduli , mereka tidak mau mengganti masakan tersebut dan tetap memasukkan nya dalam bill . sungguh ajaib . sangat . lanjutan",negative
470,"bapak reformasi ? kalau dulu iya sekarang si tukang fitnah nih kakek bangkotan amin raos , kelakuan sudah seperti yang hobi buat fitnah . ingin naik panggung tidak tahu diri otak sudah tumpul tapi berlaga prof jenius dasar",negative
471,"menu makanan cina makanan lumayan lengkap hanya porsi kecil , untuk makanan di sini lebih baik beli yang sudah satu paket nasi dan sayiuran dalam mangkok",negative
472,"memang semua sajian nya enak dan segar , tetapi saya kecewa dengan pelayanan nya . pertama , saat itu sudah hampir jam makan siang , pengunjung yang mampir ke sini masih belum terlalu panjang , dan ada pembatas yang menunjukkan tempat awal antrean dan akhir antrean . ketika tiba giliran saya memesan , tiba-tiba seonggok makhluk datang menyerobot antrean dari arah akhir antrean , dan yang mengecewakan nya lagi , pelayan di sana tidak ramah .",negative
473,"biasanya mulai macet itu di kami 9,8,7 eh ini masih kami 16 sudah macet , sampai jam berapa nih",negative
474,"kerikil dan tsb juga mulai dibidik kpk , mencolok banget kok , hukum tajam ke lawan .",negative
475,"polri kalau kena tekanan politik , susah bangkit",negative
476,payah banget pelayanan grab sekarang,negative
477,"tim saya akan mengadakan makan malam tema di burgundy . daripada tersesat , saya dan sekretaris saya mencoba mengecek tempat nya dahulu sehari sebelumnya . sekalian juga tes makanan . perjalanan nya jauh sekali dan naik turun bukit . diperparah ketika kami ke sana itu hari minggu sore sehingga macet . sesampai nya di sana sih pemandangan nya oke . tapi layout restoran nya biasa saja .",negative
478,"instagram semakin hari semakin banyak fitur nya , alay !",negative
479,prabowo harus nya lihat animo masyarakat . segera lengserkan si fadli jika ingin suara gerindra tidak merosot di 2019 .,negative
480,bapak ini ngomong nya tidak masuk akal ! orang diculik kok malah sayang sama penculik nya . teori dari mana itu ?,negative
481,"minimal indomie goreng exp . date masih kurang 3 bulan kok sudah mulai kadaluarsa karena aroma mi sudah mulai agak tengik , bumbu sudah mulai menggumpal dan saus nya sudah mulai berubah warna dan tekstur .",negative
482,memang nama nya cina daratan kalau brengsek ya brengsek .,negative
483,pada akhir pekan memarin kami dengan beberapa temen janjian bertemu di kedai rumah hayo nya rumah jalan turnojoyo bandung . disuni khusus masakan rumah . dan ada jualan roti-roti dan kue . kami semua datang jam 3:00 sore hanya minum - munum saja . es c tape dan es jeruk dab tak ada yang spesial . kedai ini kosong tamu dikit sekali . sesungguhnya tidak rekomendasi .,negative
484,"pengiriman lambat , 2 hari baru dikirim setelah pembayaran di verifikasi tokopedia . windows yang dimemasang bin 10 pro bukan original .",negative
485,6 vihara dibakar buat saudara muslim ku . semua rapatkan barisan kita buat tragedi 98 terulang kembali,negative
486,"pengiriman agak lambat , dan ada flek di camera nya",negative
487,cerahkanlah orang-orang yang pikiran nya sempit ini . kesal ih baca nya,negative
488,pecat saja dari ketua gerindra . jadi presiden saja kalah terus . arti nya dia tidak pantas untuk mengerakkan indonesia .,negative
489,warga warakas menyesal saya pilih jokowi,negative
490,"dia lebih cocok jadi presiden orang utan di kalimantan . kalau buat aku , sampai kucing tumbuh tanduk pun , amit-amit tidak akan aku pilih si manusia pemecah belah bangsa itu . pribumi ? pribumi dari yaman . otak udang",negative
491,rasa makanan biasa saja dan pemandangan rata-rata . sehingga sekali kedatangan sudah cukup .,negative
492,"menurut saya , bakso goreng paling enak itu dijual oleh bakmi anugrah . kalau menu lainnya sih biasa saja rasanya . tapi untuk kebersihan , saya khawatir sekali . banyak kecoa kecil di gerobak dan tempat duduk nya .",negative
493,sebagai pelanggan setia garuda indonesia saya merasa sangat dikecewakan,negative
494,"yang terhormat gojek , saya order barang via dari jam 10 pagi pakai layanan gosend samedays belum sampai karena dibatalkan sepihak oleh driver , mending tidak usah bilang sameday 7 jamlah kalau begitu .",negative
495,eh busyeng . rek bca gue mengapa ngadat melulu dah,negative
496,makanan di rs selalu tidak enak,negative
497,besi sudah berkarat masih dijual aja . heran sama orang indonesia,negative
498,"menyesal banget tadi minum kopi , sudah seharian mengerjakan segala macam tidak ada cape cape nya dan tidak mengantuk . tidak tahu besok gigi mancung adah",negative
499,"sebenarnya tidak rekomendasi sih , itu bikin daya tahan baterai berkurang . aku pernah menonton video yang menjelaskan kalau sebenarnya lebih baik dan lebih disarankan kalau baterai handphone tidak dinas sampai penuh malah , cukup sampai 80 - 90 %",negative
500,"kafe dipakar memiliki pemandangan yang bagus , berlatar kan peggunungan dan pohon pinus , namun untuk makana nya biasa saja . untuk masuk ke sini ada minimum pesanan nya . saya mungkin cukup sekali saja ke tempat ini .",negative
501,tandain muka laki nya tipe-tipe begini suka jual isteri nya sendiri . buat para wanita mohon hati-hati memilih suami apalagi kader gerindra,negative
502,sekali kau tunjuk bosan kau berkali kali aku tunjuk bosan aku,negative
503,hidup itu kadang begitu njelimet . dapat sms menang undian telkomsel tapi yang mengirim nomer nya xl .,negative
504,kangkung cah hotplate dan udang kipas nya enak sekali . fuyonghai juga patut dicoba . sayang restoran nya kotor . lihat kecoa kecil di dekat piring-piring sayur bersih yang dipakai untuk menyajikan makanan . dan ada kecoa kecil juga di tempat duduk nya . berharap kebersihan tempat diperbaiki karena rasa sudah pas di lidah orang bandung .,negative
505,"sebarkan , zaadit tidak ikut ke asmat . janji palsu terus saja dia .",negative
506,"baik beberapa kali ke sini entah buat kerja , perjalanan keluarga , teman-teman atau pasangan . sekadar santai-santai . tempat nya enak dengan alunan musik sunda . relaxing banget . di gubuk-gubuk makan dan nikmatin suasa . alam yang ditata tetapi tetap natural tetapi sayang makanan nya kurang enak menurut saya . lebih ke standart . but boleh dicoba tetapi jangan berharap lebih buat makanan nya .",negative
507,"bu risma kerja nya cuma marah-marah , tidak jelas",negative
508,nyesel deh tidak melihat,negative
509,kenapa kamu jerat buni yani undang-undang ite ? padahal jelas-jelas itu video berasal dari youtube yang diunggah oleh pemprov itu sendiri . harus nya yang kena undang-undang ite itu pemprov bukan buni yani . ya kan ?,negative
510,"pendeta ajaran sesat , biadab itu",negative
511,ingin marah ke indosat,negative
512,"anies baswedan lupa jasa-jasa rizieq cabul di pilkada 2017 . ini sebagai kaca buat pendukung prabowo , contoh nya sudah terlihat sekarang . orang-orang yang diciduk polisi karena membela prabowo tidak ada satupun yang dapat pembelaan hukum dari prabowo , say haram dan kawan-kawan . coba mikir ? hati-hati lo bani-bani tolol dipan .",negative
513,parah banget xl deh sekarang sepertinya harus ganti provider lain cuma mahal doang kualitas jelek,negative
514,"teslah pak kami-kami yang melek sudah tahu ke mana arah penjelasan ini , cobalah bicara yang lagi dibutuhkan rakyat hari ini , ibarat kalau rakyat lagi butuh air tuk minum jangan kau menawari mau piknik ke mana . saya tidak suka dengan bapak .",negative
515,download tinggal 2 % lalu gagal begitu saja . ku ingkan marah kepada indosat,negative
516,mampus kau dibuat cemburu,negative
517,"tolong update aplikasi diperbaiki , sudah 1 minggu saya tidak bisa log in dengan verifikasi sms yang selalu gagal berulang-ulang kali . hal ini sangat menggangu aktivitas nasabah",negative
518,kak kok paket saya belum sampek nomor resi 030360019614718 padahal saya pakai jne yes lo dan itu 1 kota tapi sampek sekarang belum sampek juga,negative
519,"jne mengecewakan , pengiriman lama",negative
520,gan . ini kenapa tidak ada faktur nya ya . saya tidak percaya,negative
521,bahaya laten di / tii harus diwaspadai dan dipantau terus-menerus . aparat keamanan hukum tidak boleh lengah .,negative
522,dasar murahan,negative
523,"jangan pernah pesan melalui ya teman-teman . mengecewakan ! villa - nya kotor , semua peralatan nya tidak layak pakai",negative
524,indosat itu dari minggu lalu seperti begini . minggu lalu tiba-tiba kuota banget padahal bari dipakai 2 hari . mau marah rasanya,negative
525,kalau yang tidak becus itu setingkat menteri atau presiden bagaimana ya ?,negative
526,"saya kesal sejak februari ditelpon tiap hari di telpon dari mnc tv . saya tidak pernah langganan , saya puluhan kali klarifikasi .",negative
527,"yang dilakukan oleh zadith itu bukan nya membawa politik ya ? coba dipikir-pikir deh . sudah mau pilpres 2019 , mau menjatuhkan orang nomor 1 .",negative
528,"sangat miris bin ironis , sikap tidak berkualitas ! tidak layak jadi wakil rakyat 270 juta populasi penduduk dari sabang sampai merauke !",negative
529,"tidak ada yang spesial sebenarnya dari tempat ini , rasanya juga biasa saja juga . tapi makan di sini pelayan nya ramah , cekatan .",negative
530,"prabowo sekarang miskin , bukti nya galang dana buat bisnis nya , ingin ketawa saya lihat bapak",negative
531,"aksesoris bawaan nya hanya charger aj dan belum ada buku panduan bus indonesia nya , kurang membantu",negative
532,"saya dari bali , kebetulan sedang liburan ke kota bandung , ketika sedang di dekat kantor gubernur jawa barat alias dekat gedung sate , kami di-suggest makan di bancakan karena dekat . setelah masuk kami pun diberi piring dari kaleng yang sudah tidak bagus lagi , sepertinya berkarat . akhirnya kami memilih makanan yang kami suka , dan ratusan lalat beterbangan ke mana mana karena sudah terlanjur kami pun tetap makan . sangat jijik",negative
533,"banyak orang yang kurang suka untuk berobat ke dokter . selain biaya yang relatif cukup mahal bagi sebagian orang , ke dokter tak selamanya bisa menyembuhkan . banyak dokter yang salah diagnosa . pentingkah ataukah sudah lumrah , toh dokter juga manusia .",negative
534,"hindu mencontek islam jika brahma sama dengan nabi ibrahim , jika visnuh sama dengan nabi nuh , jika shiwa sama dengan nabi sholeh lalu untuk apa umat hindu menymebah patung mereka . fakta nya para nabi menyembah allah yang maha esa dan melarang menyembah patung ? pikir dong pakai otak kalau situ punya otak .",negative
535,ini dia konglomerat di belakang nya ! catat kalian itu,negative
536,kenapa depok selalu macet bikin telat terus,negative
537,coba gubernur nya bukan pak ganjar pranowo yang dari pks . pasti sudah beres masalah banjir itu . memang partai yang menghasilkan pemimpin sampah .,negative
538,"sekarang jaringan im3 di tempat ku matesih , karanganyar sangat mengecewakan , sudah harga paketan mahal jaringan lemah otak pula , masak download 30 mb saja harus menunggu 1 jam baru selesai , tolonglah buat im3 segera perbaiki jaringan nya , kasihan pelanggan kalau kayak begini terus",negative
539,kesal bukan karena mu . tetapi persis dikalahkan pssi . tidak enak hati tidak enak tidur tidak enak makan . semua gara-gara pssi !,negative
540,tidak rindu,negative
541,"kalau suka seafood , terutama kepiting , jangan lupa coba tempat seafood yang 1 . rasanya enak . harga nya juga terjangkau tidak terlalu mahal untuk ukuran harga seafood . hanya 1 yang sayang seribu sayang . poor pelayanan . buat pelanggan yang pertama mencoba ke tempat ini , saran saya , sebaiknya order 1x , jangan mikir nanti saja tambah kalau kurang , karena susah dipesankan lagi .",negative
542,si allah swt berada di bawah kaki ku . camkan itu,negative
543,mau saja diboyongkan sama janji-janji manis megawati lewat jokowi .,negative
544,siapa ya jokowi ? sejenis hewan kebun binatang ya ?,negative
545,"menyakitkan adalah ketika gue cemburu sama lo , tapi gue cuma bisa mendem . :",negative
546,"dirumah saya sinyal telkomsel dah 4 tidak , tapi tidak bisa jalan",negative
547,masa ya harus datang ke gerai indosat dan komplain marah-marah di sana,negative
548,"tadi siang saya mampir bersama keluarga untuk makan siang di di cost bin memesan makanan beserta 1 satu gelas es kelapa . namun beberapa saat kemudian yang datang adalah 2 dua gelas es kelapa . saya protes ke pelayan dan bilang saya hanya memesan 1 gelas saja , namun beberapa saat kemudian yang menerima order bersikeras bahwa saya memberikan 2 buah kartu es .",negative
549,"ketika jenuh sama kerjaan , apalagi pas tanggal tua begini , ingatlah , toner mahal bebek , sudah mau setelah itu .",negative
550,"main game bosan , menonton film tidak ada yang menarik , buka medsos isi nya kebencian semua .",negative
551,"kecewa dengan proses pmbtln tiket , sudah 43 hari tapi tak kunjung ditransfer . , begitu diminta loket tidak mau melayani",negative
552,seram sekali kamar nya buat takut dan tidak nyaman,negative
553,"daripada apbd habis untuk nafsu korupsi cina yaitu pembelian tanah rumah sakit sumber waras yang dibeli dari yayasan cina , mending uang nya buat ganti tanah gubuk liar orang miskin di ciliwung .",negative
554,biar tidak salah tafsir . ruang ? tanya saja . kamu ini homo atau sudah tidak bisa mengacung ?,negative
555,"4 tidak nya tidak bisa diterima hanya h , payah",negative
556,"paket saya juga sampai sekarang tidak sampai sampai sudah 5 hari status nya dengan pengiriman courier jakarta , parah sekarang jne",negative
557,vivo kamera nya jelek,negative
558,tidak manis,negative
559,"cantik sih , tapi murahan",negative
560,gam saja dihabiskan ?! masa timor leste tidak di habiskan ?,negative
561,tidak mau tahu . balik in pulsa saya . ini nama nya perampokan . paket nelp kalian juga perampokan . baru ini saya komplain .,negative
562,nasi campur ab du tikungan jalan kalipah apo dan pajagalan . nasi campur dan nasi hainam . ya biasa-biasa saja . tak ada yang spesial . juga daging nya di potong terlalu tipis . pelayanan dan pelayanan juga biasa-biasa .,negative
563,"makanan di sini tidak sepadan dengan harga yang sangat mahal tetapi rasa yang hambar , saya sudah sering mengunjungi tempat ini tapi tidak dalam beberapa kurun waktu terakhir ini , selain keramaian yang membuat tidak nyaman untuk makan di sini . tidak ada pembaharuan dari segi tempat berwisata dan konsep wisata yang ditawarkan .",negative
564,makin galau nih gua,negative
565,"saat pertama ke sana , meja-meja mulai usang dan juga menu makanan yang tidak begitu bervariatif . namun harga nya tidak bisa dibilang murah , karena seharusnya dengan harga-harga segitu bisa dapat yang lebih baik . terutama saat saya ke toilet , sangat kotor dan berbau tidak sedap :",negative
566,"terakhir kes ini 2 tahun lalu pelayanan masih oke , ramah dan berbicara bahasa sunda , ialah secara tempat nya di bandung , resto sunda , tapi sekarang saya ke sini cerita nya minta ke pelayann nya gabung 3 meja , eh itu pelayan malah bilang pesan saja dulu bu , saya bilang , saya rombongan , pesan nya nanti saja kalau rombongan sudah datang , eh itu pelayan malah gabung 2 meja . saya jadi tidak nyaman dengan tempat ini .",negative
567,masa aku pernah lake jnt 2 minggu tidak datang-datang . komplain ke kantor respon nya gabaik . aku kena marah . kesal akut . enggak-enggak lagi pakai jnt . aroma .,negative
568,bosan . harga mahal pelayanan lama .,negative
569,"cuma satu kata yang pasti , mari sama sama kita rapatkan barisan dan terus berusaha untuk segera mengganti pemerintahan agar rakyat bebas dari penderitaan panjang",negative
570,pelayanan jelek . makanan tidak enak . harga mahal . demi apa pun gue enggak mau lagi makan di sini .,negative
571,apa kalian masih percaya dengan dia ? sudah 100 hari kerja tapi belum ada hasil . payah .,negative
572,"makanan di sini menurut saya kurang enak ya , karena saya orang minang , saya tidak terlalu suka makanan sunda yang manis hehe",negative
573,bodoamat mau bumi itu bulat atau datar yang aku mau mengembalikan kuota 30 tiga gue,negative
574,"makanan oke sama seperti xo suki lainnya . tetapi walaupun hari libur besar seperti lebaran ini bukan berarti senyum nya libur dan order minum , dan lain-lain harus order berkali-kali . tolong di jaga kepuasan pelanggan nya . terima kasih .",negative
575,"rt : anak sma yang ketahuan mencuri helem di bip , hari ini pak ini adalah contoh sampah masyarakat yang harus dimusnahkan",negative
576,"sudah tempat nya jelek , makanan nya tidak enak , harga nya mahal pula , lengkap deh",negative
